VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2017-01-01 06:53:28,2017-01-01 06:54:57,1,.17,1,N,48,48,2,2.5,0,0.5,0,0,0.3,3.3
2,2017-01-01 06:53:29,2017-01-01 07:12:57,3,5.76,1,N,226,151,2,19.5,0,0.5,0,0,0.3,20.3
2,2017-01-01 06:53:29,2017-01-01 07:03:39,1,1.79,1,N,163,100,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 06:53:29,2017-01-01 07:08:42,1,4.46,1,N,48,7,2,16,0,0.5,0,0,0.3,16.8
2,2017-01-01 06:53:29,2017-01-01 06:59:50,1,2.25,1,N,163,263,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 06:53:31,2017-01-01 06:59:32,1,.60,1,N,48,68,1,5.5,0,0.5,1.85,0,0.3,8.15
1,2017-01-01 06:53:32,2017-01-01 07:01:49,1,2.60,1,N,68,237,2,10,0,0.5,0,0,0.3,10.8
2,2017-01-01 06:53:32,2017-01-01 07:02:52,2,4.07,1,N,163,179,1,12.5,0,0.5,3.32,0,0.3,16.62
2,2017-01-01 06:53:32,2017-01-01 06:59:52,1,1.49,1,N,237,239,1,7.5,0,0.5,0,0,0.3,8.3
1,2017-01-01 06:53:33,2017-01-01 07:08:29,3,11.40,1,N,132,138,1,31,0,0.5,4.5,0,0.3,36.3
1,2017-01-01 06:53:33,2017-01-01 07:05:40,1,3.60,1,N,162,249,2,13,0,0.5,0,0,0.3,13.8
1,2017-01-01 06:53:33,2017-01-01 07:01:36,1,1.80,1,N,48,229,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 06:53:35,2017-01-01 07:15:05,1,14.52,1,N,132,7,1,39.5,0,0.5,8.06,0,0.3,48.36
2,2017-01-01 06:53:36,2017-01-01 07:01:55,1,2.20,1,N,230,239,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 06:53:36,2017-01-01 07:03:56,1,3.47,1,N,140,186,2,12,0,0.5,0,0,0.3,12.8
1,2017-01-01 06:53:39,2017-01-01 06:55:16,1,.20,5,N,1,1,1,90,0,0,15,0,0.3,105.3
2,2017-01-01 06:53:40,2017-01-01 07:01:52,4,2.83,1,N,163,75,2,10,0,0.5,0,0,0.3,10.8
2,2017-01-01 06:53:40,2017-01-01 07:23:18,1,7.69,1,N,186,82,2,27,0,0.5,0,0,0.3,27.8
2,2017-01-01 06:53:42,2017-01-01 07:06:12,1,4.69,1,N,186,75,2,15,0,0.5,0,0,0.3,15.8
1,2017-01-01 06:53:43,2017-01-01 06:55:48,1,.60,1,N,141,237,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:53:43,2017-01-01 06:57:55,1,1.00,1,N,79,4,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 06:53:43,2017-01-01 07:02:22,1,1.99,1,N,37,255,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 06:53:45,2017-01-01 06:56:43,1,1.00,1,N,236,262,1,5,0,0.5,1,0,0.3,6.8
2,2017-01-01 06:53:45,2017-01-01 07:10:08,5,3.84,1,N,48,75,2,15,0,0.5,0,0,0.3,15.8
2,2017-01-01 06:53:48,2017-01-01 06:54:44,1,.42,1,N,255,256,2,3.5,0,0.5,0,0,0.3,4.3
1,2017-01-01 06:53:49,2017-01-01 06:59:14,1,1.20,1,N,48,246,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 06:53:49,2017-01-01 07:18:37,1,11.86,1,N,249,138,1,34.5,0,0.5,15,0,0.3,50.3
2,2017-01-01 06:53:49,2017-01-01 07:14:30,2,6.29,1,N,90,181,2,21.5,0,0.5,0,0,0.3,22.3
2,2017-01-01 06:53:49,2017-01-01 06:59:19,1,1.45,1,N,234,186,2,6.5,0,0.5,0,0,0.3,7.3
1,2017-01-01 06:53:50,2017-01-01 07:25:43,1,11.60,1,N,62,239,2,36,0,0.5,0,0,0.3,36.8
2,2017-01-01 06:53:50,2017-01-01 06:58:51,1,1.58,1,N,249,186,2,7,0,0.5,0,0,0.3,7.8
1,2017-01-01 06:53:53,2017-01-01 07:17:48,1,16.10,2,N,229,132,1,52,0,0.5,13.2,0,0.3,66
2,2017-01-01 06:53:53,2017-01-01 07:05:07,5,7.44,1,N,168,250,2,21,0,0.5,0,0,0.3,21.8
2,2017-01-01 06:53:53,2017-01-01 06:57:35,2,.97,1,N,238,166,2,5.5,0,0.5,0,0,0.3,6.3
1,2017-01-01 06:53:54,2017-01-01 06:58:06,1,1.40,1,N,237,75,2,6,0,0.5,0,0,0.3,6.8
2,2017-01-01 06:53:55,2017-01-01 07:00:09,3,1.01,1,N,237,142,1,6.5,0,0.5,1.46,0,0.3,8.76
1,2017-01-01 06:53:56,2017-01-01 07:12:56,1,9.10,1,N,79,257,1,26.5,0,0.5,5.45,0,0.3,32.75
2,2017-01-01 06:53:58,2017-01-01 07:02:00,6,1.80,1,N,79,68,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 06:53:58,2017-01-01 07:17:45,2,14.49,1,N,132,36,2,39.5,0,0.5,0,0,0.3,40.3
2,2017-01-01 06:53:59,2017-01-02 05:47:24,1,2.52,1,N,119,42,1,11,0,0.5,0,0,0.3,11.8
1,2017-01-01 06:54:00,2017-01-01 07:27:57,1,13.70,1,N,48,197,2,41.5,0,0.5,0,0,0.3,42.3
1,2017-01-01 06:54:01,2017-01-01 07:03:01,1,1.90,1,N,168,41,2,9,0,0.5,0,0,0.3,9.8
1,2017-01-01 06:54:01,2017-01-01 07:28:14,2,8.60,1,N,234,89,2,30,0,0.5,0,0,0.3,30.8
2,2017-01-01 06:54:01,2017-01-01 06:56:01,3,.52,1,N,263,75,1,4,0,0.5,1,0,0.3,5.8
2,2017-01-01 06:54:03,2017-01-01 07:11:47,1,6.80,1,N,79,168,1,20,0,0.5,6.24,0,0.3,27.04
1,2017-01-01 06:54:04,2017-01-01 07:21:20,1,20.20,2,N,132,141,1,52,0,0.5,11.65,5.54,0.3,69.99
2,2017-01-01 06:54:04,2017-01-01 06:55:29,2,.43,1,N,244,244,2,3.5,0,0.5,0,0,0.3,4.3
2,2017-01-01 06:54:04,2017-01-01 07:00:38,1,1.60,1,N,36,36,1,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 06:54:05,2017-01-01 06:59:14,1,1.25,1,N,48,50,1,6,0,0.5,1.36,0,0.3,8.16
2,2017-01-01 06:54:06,2017-01-01 07:21:48,1,7.23,1,N,230,17,1,26,0,0.5,8.04,0,0.3,34.84
2,2017-01-01 06:54:08,2017-01-01 07:00:35,1,1.41,1,N,234,246,2,7,0,0.5,0,0,0.3,7.8
1,2017-01-01 06:54:10,2017-01-01 07:24:59,1,14.10,1,N,79,14,2,40.5,0,0.5,0,0,0.3,41.3
1,2017-01-01 06:54:11,2017-01-01 06:59:34,1,2.00,1,N,50,239,1,7.5,0,0.5,1.65,0,0.3,9.95
1,2017-01-01 06:54:11,2017-01-01 07:18:38,4,7.70,1,N,48,17,1,25,0,0.5,0,0,0.3,25.8
2,2017-01-01 06:54:12,2017-01-01 07:03:57,2,2.51,1,N,144,186,1,10.5,0,0.5,3,0,0.3,14.3
1,2017-01-01 06:54:13,2017-01-01 06:58:12,1,.90,1,N,74,42,3,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:54:13,2017-01-01 07:04:30,5,3.51,1,N,263,186,1,12,0,0.5,2.56,0,0.3,15.36
2,2017-01-01 06:54:14,2017-01-01 07:07:44,1,2.94,1,N,226,179,2,12,0,0.5,0,0,0.3,12.8
1,2017-01-01 06:54:15,2017-01-01 07:08:38,1,4.00,2,N,145,48,1,52,0,0.5,11.65,5.54,0.3,69.99
2,2017-01-01 06:54:16,2017-01-01 06:56:05,1,.64,1,N,42,42,1,4,0,0.5,1.2,0,0.3,6
2,2017-01-01 06:54:17,2017-01-01 07:05:17,1,3.01,1,N,79,256,2,12,0,0.5,0,0,0.3,12.8
2,2017-01-01 06:54:18,2017-01-01 06:58:36,1,1.23,1,N,151,75,1,6,0,0.5,1.2,0,0.3,8
1,2017-01-01 06:54:19,2017-01-01 06:57:14,4,.60,1,N,237,229,2,4,0,0.5,0,0,0.3,4.8
2,2017-01-01 06:54:19,2017-01-01 07:09:42,1,7.42,1,N,140,243,2,22,0,0.5,0,0,0.3,22.8
2,2017-01-01 06:54:19,2017-01-01 07:05:05,6,3.23,1,N,50,125,2,12,0,0.5,0,0,0.3,12.8
1,2017-01-01 06:54:20,2017-01-01 07:00:27,1,1.90,1,N,140,75,1,7.5,0,0.5,1.65,0,0.3,9.95
1,2017-01-01 06:54:20,2017-01-01 06:59:03,1,1.00,1,N,162,186,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2017-01-01 06:54:20,2017-01-01 06:57:54,2,.90,1,N,186,100,1,5,0,0.5,1,0,0.3,6.8
2,2017-01-01 06:54:21,2017-01-01 07:16:08,1,14.72,1,N,106,42,2,40,0,0.5,0,0,0.3,40.8
2,2017-01-01 06:54:21,2017-01-01 07:06:24,1,5.33,1,N,142,42,2,17.5,0,0.5,0,0,0.3,18.3
1,2017-01-01 06:54:23,2017-01-01 07:08:46,1,11.70,1,N,132,138,2,31.5,0,0.5,0,0,0.3,32.3
2,2017-01-01 06:54:23,2017-01-01 07:07:39,4,6.12,1,N,151,158,2,19,0,0.5,0,0,0.3,19.8
2,2017-01-01 06:54:23,2017-01-01 06:58:52,1,.74,1,N,68,234,1,5,0,0.5,1.45,0,0.3,7.25
1,2017-01-01 06:54:24,2017-01-01 06:57:51,1,.80,1,N,68,186,3,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:54:25,2017-01-01 07:11:40,4,8.78,1,N,209,238,2,26,0,0.5,0,0,0.3,26.8
2,2017-01-01 06:54:26,2017-01-01 07:01:13,1,1.41,1,N,80,17,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 06:54:27,2017-01-01 07:20:59,3,19.97,3,N,163,1,2,71,0,0,0,14.5,0.3,85.8
1,2017-01-01 06:54:28,2017-01-01 07:08:43,1,2.70,1,N,48,140,1,12.5,0,0.5,2.65,0,0.3,15.95
1,2017-01-01 06:54:28,2017-01-01 07:05:07,2,3.80,1,N,161,145,1,13,0,0.5,4.1,0,0.3,17.9
2,2017-01-01 06:54:28,2017-01-01 07:07:03,1,3.31,1,N,141,48,1,13,0,0.5,1,0,0.3,14.8
2,2017-01-01 06:54:29,2017-01-01 07:04:04,6,1.78,1,N,162,48,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 06:54:30,2017-01-01 07:03:09,2,1.40,1,N,137,230,2,8,0,0.5,0,0,0.3,8.8
1,2017-01-01 06:54:31,2017-01-01 07:05:08,3,5.60,1,N,236,232,2,17,0,0.5,0,0,0.3,17.8
2,2017-01-01 06:54:31,2017-01-01 07:04:16,1,3.64,1,N,162,226,2,12.5,0,0.5,0,0,0.3,13.3
1,2017-01-01 06:54:32,2017-01-01 07:03:51,1,4.50,1,N,152,243,1,14.5,0,0.5,0,0,0.3,15.3
2,2017-01-01 06:54:32,2017-01-01 06:54:45,1,.06,1,N,161,161,2,2.5,0,0.5,0,0,0.3,3.3
2,2017-01-01 06:54:33,2017-01-01 06:58:42,1,1.00,1,N,137,186,2,5.5,0,0.5,0,0,0.3,6.3
2,2017-01-01 06:54:33,2017-01-01 06:56:07,1,.48,1,N,50,50,2,3.5,0,0.5,0,0,0.3,4.3
1,2017-01-01 06:54:34,2017-01-01 07:07:29,1,6.10,1,N,263,244,2,19.5,0,0.5,0,0,0.3,20.3
1,2017-01-01 06:54:34,2017-01-01 06:57:42,1,.90,1,N,238,166,2,5,0,0.5,0,0,0.3,5.8
1,2017-01-01 06:54:35,2017-01-01 06:55:53,1,.30,1,N,163,230,2,3,0,0.5,0,0,0.3,3.8
1,2017-01-01 06:54:35,2017-01-01 07:02:33,2,1.40,1,N,107,4,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 06:54:35,2017-01-01 07:01:54,1,1.24,1,N,48,233,1,7.5,0,0.5,1,0,0.3,9.3
2,2017-01-01 06:54:36,2017-01-01 06:59:12,1,.66,1,N,68,158,1,5,0,0.5,3.03,0,0.3,8.83
1,2017-01-01 06:54:38,2017-01-01 06:59:50,1,1.10,1,N,249,107,1,6,0,0.5,1.35,0,0.3,8.15
2,2017-01-01 06:54:38,2017-01-01 07:01:01,1,1.14,1,N,152,41,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 06:54:40,2017-01-01 07:02:29,5,2.62,1,N,170,140,1,9,0,0.5,2.75,0,0.3,12.55
1,2017-01-01 06:54:41,2017-01-01 06:58:24,2,.80,1,N,256,256,1,5,0,0.5,0,0,0.3,5.8
1,2017-01-01 06:54:41,2017-01-01 07:01:20,4,1.60,1,N,129,173,2,7.5,0,0.5,0,0,0.3,8.3
2,2017-01-01 06:54:41,2017-01-01 06:56:54,5,.89,1,N,233,137,1,4.5,0,0.5,1.06,0,0.3,6.36
2,2017-01-01 06:54:42,2017-01-01 07:09:55,1,4.02,1,N,79,48,1,14.5,0,0.5,3.06,0,0.3,18.36
2,2017-01-01 06:54:42,2017-01-01 07:02:03,5,1.96,1,N,168,41,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 06:54:44,2017-01-01 07:23:43,1,17.38,2,N,132,140,1,52,0,0.5,2.2,0,0.3,55
2,2017-01-01 06:54:44,2017-01-01 07:23:42,1,7.74,1,N,90,36,2,27,0,0.5,0,0,0.3,27.8
2,2017-01-01 06:54:44,2017-01-01 07:01:46,1,2.19,1,N,4,162,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 06:54:45,2017-01-01 07:18:29,1,16.05,2,N,229,132,1,52,0,0.5,7.2,0,0.3,60
2,2017-01-01 06:54:45,2017-01-01 06:57:18,1,.61,1,N,7,7,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:54:46,2017-01-01 07:23:48,2,8.50,1,N,87,227,2,28,0,0.5,0,0,0.3,28.8
2,2017-01-01 06:54:46,2017-01-01 07:00:25,1,2.07,1,N,234,163,1,8,0,0.5,1.76,0,0.3,10.56
1,2017-01-01 06:54:48,2017-01-01 07:15:30,1,5.50,1,N,50,42,2,19,0,0.5,0,0,0.3,19.8
1,2017-01-01 06:54:49,2017-01-01 06:58:25,1,.40,1,N,141,262,2,4.5,0,0.5,0,0,0.3,5.3
1,2017-01-01 06:54:50,2017-01-01 06:57:46,1,.30,1,N,75,43,2,4,0,0.5,0,0,0.3,4.8
2,2017-01-01 06:54:50,2017-01-01 06:57:19,1,1.22,1,N,75,263,1,5.5,0,0.5,1.58,0,0.3,7.88
2,2017-01-01 06:54:51,2017-01-01 06:58:33,1,1.52,1,N,50,239,1,6,0,0.5,1.36,0,0.3,8.16
2,2017-01-01 06:54:51,2017-01-01 07:18:21,2,12.25,1,N,164,138,1,34.5,0,0.5,10.21,5.54,0.3,51.05
2,2017-01-01 06:54:51,2017-01-01 07:18:09,1,16.43,2,N,162,132,2,52,0,0.5,0,0,0.3,52.8
1,2017-01-01 06:54:52,2017-01-01 07:07:04,1,5.50,1,N,48,116,1,17.5,0,0.5,1,0,0.3,19.3
1,2017-01-01 06:54:52,2017-01-01 06:57:34,1,.50,1,N,237,162,1,4,0,0.5,1.2,0,0.3,6
2,2017-01-01 06:54:52,2017-01-01 07:00:25,1,1.70,1,N,79,162,2,7,0,0.5,0,0,0.3,7.8
2,2017-01-01 06:54:52,2017-01-01 07:02:13,1,3.21,1,N,145,141,1,10.5,0,0.5,2.26,0,0.3,13.56
1,2017-01-01 06:54:54,2017-01-01 06:58:54,1,1.20,1,N,74,75,1,5.5,0,0.5,1.25,0,0.3,7.55
1,2017-01-01 06:54:54,2017-01-01 07:18:00,2,10.40,1,N,132,225,1,30,0,0.5,5,0,0.3,35.8
2,2017-01-01 06:54:54,2017-01-01 07:03:14,1,1.95,1,N,79,231,2,8.5,0,0.5,0,0,0.3,9.3
2,2017-01-01 06:54:54,2017-01-01 06:59:32,1,1.65,1,N,233,224,1,7,0,0.5,1.56,0,0.3,9.36
2,2017-01-01 06:54:55,2017-01-01 07:03:27,5,2.56,1,N,262,162,1,10,0,0.5,2.16,0,0.3,12.96
2,2017-01-01 06:54:55,2017-01-01 07:08:04,1,3.13,1,N,186,140,2,12.5,0,0.5,0,0,0.3,13.3
2,2017-01-01 06:54:56,2017-01-01 07:04:52,6,3.30,1,N,48,262,1,11.5,0,0.5,1,0,0.3,13.3
1,2017-01-01 06:54:57,2017-01-01 06:59:50,1,1.30,1,N,238,236,1,6.5,0,0.5,1,0,0.3,8.3
1,2017-01-01 06:54:58,2017-01-01 07:06:50,1,2.80,1,N,244,42,2,12,0,0.5,0,0,0.3,12.8
2,2017-01-01 06:54:58,2017-01-01 06:56:59,5,.57,1,N,75,75,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:54:59,2017-01-01 07:01:01,1,.90,1,N,48,186,1,6,0,0.5,2,0,0.3,8.8
2,2017-01-01 06:54:59,2017-01-01 06:58:04,2,.64,1,N,7,7,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2017-01-01 06:55:01,2017-01-01 07:06:17,4,2.00,1,N,163,186,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 06:55:01,2017-01-01 06:58:17,5,1.16,1,N,141,263,1,5.5,0,0.5,1.89,0,0.3,8.19
2,2017-01-01 06:55:03,2017-01-01 06:58:26,1,.74,1,N,41,42,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:55:03,2017-01-01 07:09:03,1,7.33,1,N,75,248,2,21.5,0,0.5,0,0,0.3,22.3
2,2017-01-01 06:55:04,2017-01-01 07:03:54,1,2.01,1,N,238,163,2,9,0,0.5,0,0,0.3,9.8
2,2017-01-01 06:55:04,2017-01-01 07:07:58,2,4.65,1,N,116,47,2,15.5,0,0.5,0,0,0.3,16.3
2,2017-01-01 06:55:05,2017-01-01 07:01:28,1,4.12,1,N,238,244,2,13,0,0.5,0,0,0.3,13.8
2,2017-01-01 06:55:05,2017-01-01 07:05:34,1,1.66,1,N,100,233,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 06:55:07,2017-01-01 07:13:35,1,5.20,1,N,148,37,2,18.5,0,0.5,0,0,0.3,19.3
1,2017-01-01 06:55:08,2017-01-01 07:03:35,1,3.20,1,N,161,74,2,11,0,0.5,0,0,0.3,11.8
2,2017-01-01 06:55:09,2017-01-01 07:01:46,2,2.07,1,N,140,75,2,8,0,0.5,0,0,0.3,8.8
2,2017-01-01 06:55:09,2017-01-01 07:04:24,1,1.28,1,N,61,61,1,8,0,0.5,0,0,0.3,8.8
1,2017-01-01 06:55:10,2017-01-01 07:10:31,1,9.90,1,N,153,233,2,28.5,0,0.5,0,0,0.3,29.3
1,2017-01-01 06:55:11,2017-01-01 07:01:03,1,1.00,1,N,107,90,2,6.5,0,0.5,0,0,0.3,7.3
1,2017-01-01 06:55:11,2017-01-01 07:07:01,1,8.00,1,N,33,140,2,22.5,0,0.5,0,0,0.3,23.3
2,2017-01-01 06:55:11,2017-01-01 07:02:00,5,2.74,1,N,229,75,1,9,0,0.5,1.96,0,0.3,11.76
2,2017-01-01 06:55:11,2017-01-01 07:14:56,1,3.30,1,N,163,79,2,11.5,0,0.5,0,0,0.3,12.3
2,2017-01-01 06:55:11,2017-01-01 06:57:43,1,1.16,1,N,170,229,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:55:11,2017-01-01 07:07:53,1,3.48,1,N,146,50,1,13.5,0,0.5,0,0,0.3,14.3
1,2017-01-01 06:55:12,2017-01-01 07:04:39,1,2.60,1,N,256,114,1,11,0,0.5,1,0,0.3,12.8
1,2017-01-01 06:55:13,2017-01-01 07:16:15,2,9.60,1,N,144,42,4,29.5,0,0.5,0,0,0.3,30.3
2,2017-01-01 06:55:14,2017-01-01 07:13:47,6,.77,1,N,7,223,2,12,0,0.5,0,0,0.3,12.8
2,2017-01-01 06:55:15,2017-01-01 07:10:35,1,3.59,1,N,239,234,2,14,0,0.5,0,0,0.3,14.8
2,2017-01-01 06:55:17,2017-01-01 07:24:05,1,10.02,1,N,48,106,2,31.5,0,0.5,0,0,0.3,32.3
2,2017-01-01 06:55:18,2017-01-01 07:12:30,1,5.89,1,N,7,114,2,19.5,0,0.5,0,0,0.3,20.3
1,2017-01-01 06:55:19,2017-01-01 06:58:30,1,.60,1,N,237,140,3,4.5,0,0.5,0,0,0.3,5.3
2,2017-01-01 06:55:19,2017-01-01 07:07:36,1,2.07,1,N,74,41,2,10.5,0,0.5,0,0,0.3,11.3
2,2017-01-01 06:55:19,2017-01-01 06:58:58,6,.85,1,N,48,50,2,5,0,0.5,0,0,0.3,5.8
2,2017-01-01 06:55:19,2017-01-01 07:18:22,2,17.30,2,N,148,132,1,52,0,0.5,10.56,0,0.3,63.36
2,2017-01-01 06:55:19,2017-01-01 07:16:35,1,10.41,1,N,50,138,2,30.5,0,0.5,0,5.54,0.3,36.84
1,2017-01-01 06:55:20,2017-01-01 07:02:36,3,1.80,1,N,50,68,1,8,0,0.5,2,0,0.3,10.8
1,2017-01-01 06:55:21,2017-01-01 06:58:06,1,.60,1,N,137,224,2,4,0,0.5,0,0,0.3,4.8
1,2017-01-01 06:55:22,2017-01-01 07:11:05,2,4.10,1,N,40,89,2,15.5,0,0.5,0,0,0.3,16.3
2,2017-01-01 06:55:22,2017-01-01 07:24:53,1,19.93,2,N,132,24,1,52,0,0.5,11.67,5.54,0.3,70.01
2,2017-01-01 06:55:23,2017-01-01 07:08:42,1,3.20,1,N,100,238,1,12.5,0,0.5,3.32,0,0.3,16.62
2,2017-01-01 06:55:24,2017-01-01 07:05:00,1,1.52,1,N,161,48,2,8.5,0,0.5,0,0,0.3,9.3
1,2017-01-01 06:55:25,2017-01-01 07:24:55,1,17.80,2,N,142,132,1,52,0,0.5,5,0,0.3,57.8
2,2017-01-01 06:55:25,2017-01-01 07:13:24,2,6.55,1,N,45,71,2,21.5,0,0.5,0,0,0.3,22.3
1,2017-01-01 06:55:26,2017-01-01 07:12:50,1,11.20,1,N,186,200,1,31.5,0,0.5,6.95,2.45,0.3,41.7
1,2017-01-01 06:55:27,2017-01-01 07:03:16,1,2.10,1,N,72,39,2,9,0,0.5,0,0,0.3,9.8
1,2017-01-01 06:55:28,2017-01-01 07:11:36,1,5.80,1,N,68,226,3,19,0,0.5,0,0,0.3,19.8
1,2017-01-01 06:55:28,2017-01-01 07:20:13,3,19.50,2,N,132,263,2,52,0,0.5,0,5.54,0.3,58.34
2,2017-01-01 06:55:28,2017-01-01 07:00:41,5,1.44,1,N,186,142,1,6.5,0,0.5,1.46,0,0.3,8.76
2,2017-01-01 06:55:28,2017-01-01 06:55:31,2,.00,5,N,264,1,1,85,0,0.5,17.16,0,0.3,102.96
2,2017-01-01 06:55:32,2017-01-01 06:57:32,1,.96,1,N,229,137,1,4.5,0,0.5,1.06,0,0.3,6.36
1,2017-01-01 06:55:33,2017-01-01 06:58:32,1,.70,1,N,42,41,1,4.5,0,0.5,0,0,0.3,5.3
1,2017-01-01 06:55:35,2017-01-01 07:08:49,1,4.00,1,N,137,80,1,14.5,0,0.5,3.8,0,0.3,19.1
2,2017-01-01 06:55:35,2017-01-01 07:19:44,5,9.47,1,N,68,119,2,29.5,0,0.5,0,0,0.3,30.3
1,2017-01-01 06:55:36,2017-01-01 07:02:38,1,1.30,1,N,114,231,1,7,0,0.5,0,0,0.3,7.8
1,2017-01-01 06:55:38,2017-01-01 07:04:35,1,1.40,1,N,113,4,2,8,0,0.5,0,0,0.3,8.8
1,2017-01-01 06:55:39,2017-01-01 06:59:50,1,.90,1,N,230,142,1,5.5,0,0.5,1.55,0,0.3,7.85
2,2017-01-01 06:55:39,2017-01-01 07:00:46,2,.69,1,N,129,129,2,5.5,0,0.5,0,0,0.3,6.3
1,2017-01-01 06:55:42,2017-01-01 07:21:52,1,7.20,1,N,229,36,2,24.5,0,0.5,0,0,0.3,25.3
2,2017-01-01 06:55:43,2017-01-01 07:27:42,5,16.93,2,N,170,132,1,52,0,0.5,10,5.54,0.3,68.34
2,2017-01-01 06:55:43,2017-01-01 06:57:08,1,.44,1,N,79,4,2,3.5,0,0.5,0,0,0.3,4.3
2,2017-01-01 06:55:43,2017-01-01 07:15:13,2,6.25,1,N,79,89,2,21.5,0,0.5,0,0,0.3,22.3
1,2017-01-01 06:55:45,2017-01-01 07:17:50,1,15.80,1,N,132,80,1,43.5,0,0.5,6,0,0.3,50.3
2,2017-01-01 06:55:45,2017-01-01 07:17:24,1,10.33,1,N,234,244,1,30.5,0,0.5,7.82,0,0.3,39.12
2,2017-01-01 06:55:46,2017-01-01 07:08:07,1,6.40,1,N,141,7,2,18.5,0,0.5,0,5.54,0.3,24.84
2,2017-01-01 06:55:46,2017-01-01 07:34:23,6,9.41,1,N,41,148,2,36.5,0,0.5,0,0,0.3,37.3
2,2017-01-01 06:55:47,2017-01-01 06:59:44,3,1.64,1,N,236,141,2,6.5,0,0.5,0,0,0.3,7.3
2,2017-01-01 06:55:47,2017-01-01 06:58:28,1,1.11,1,N,263,140,1,5,0,0.5,1.74,0,0.3,7.54
2,2017-01-01 06:55:48,2017-01-01 07:08:29,1,2.79,1,N,141,48,2,11,0,0.5,0,0,0.3,11.8
2,2017-01-01 06:55:48,2017-01-01 06:57:31,1,.56,1,N,140,236,1,4,0,0.5,1.2,0,0.3,6
1,2017-01-01 06:55:49,2017-01-01 06:58:05,1,.70,1,N,90,48,2,4,0,0.5,0,0,0.3,4.8
2,2017-01-01 06:55:49,2017-01-01 07:23:37,1,8.50,1,N,144,223,1,27.5,0,0.5,4,0,0.3,32.3
2,2017-01-01 06:55:51,2017-01-01 06:58:33,1,.72,1,N,100,246,2,4.5,0,0.5,0,0,0.3,5.3
2,2017-01-01 06:55:52,2017-01-01 07:03:59,3,3.22,1,N,162,226,2,11,0,0.5,0,0,0.3,11.8
2,2017-01-01 06:55:52,2017-01-01 07:08:27,2,5.12,1,N,90,238,2,16.5,0,0.5,0,0,0.3,17.3
1,2017-01-01 06:55:53,2017-01-01 07:18:24,1,18.10,2,N,132,4,1,52,0,0.5,13.2,0,0.3,66
